episode,reward
153,20.73
154,16.15000000000001
155,-33.25000000000001
156,-19.80999999999999
157,19.96000000000001
158,-28.809999999999988
159,15.749999999999996
160,7.610000000000003
161,-0.6199999999999961
162,-63.470000000000006
163,7.76
164,-43.3
165,1.569999999999999
166,20.63000000000001
167,-10.609999999999998
168,-59.39999999999999
169,51.17
170,-11.700000000000003
171,10.079999999999998
172,-18.99
173,-11.879999999999992
174,-20.37999999999999
175,19.19
176,9.18
177,19.759999999999998
178,34.53
179,22.640000000000008
180,19.540000000000006
181,-28.959999999999997
182,-32.80999999999999
183,19.44
184,8.100000000000003
185,7.039999999999999
186,-21.84999999999998
187,-10.36
188,-1.979999999999988
189,26.78000000000001
190,-11.52
191,-8.639999999999995
192,-17.869999999999997
193,12.530000000000008
194,-60.50999999999999
195,29.7
196,15.400000000000006
197,-27.989999999999995
198,-38.03999999999999
199,13.820000000000007
200,-38.56999999999999
201,14.489999999999995
202,15.800000000000008
203,21.040000000000003
204,-24.81
205,16.11
206,14.240000000000002
207,4.060000000000002
208,-87.39
209,-8.409999999999995
210,0.3800000000000061
211,16.590000000000003
212,-1.469999999999994
213,42.129999999999995
214,7.200000000000001
215,25.769999999999996
216,6.730000000000011
217,27.679999999999996
218,32.38
219,2.9500000000000037
220,32.36
221,17.740000000000002
222,-25.499999999999993
223,10.030000000000001
224,41.98
225,13.430000000000003
226,45.96000000000001
227,27.780000000000012
228,19.840000000000003
229,-12.019999999999996
230,-22.779999999999998
231,46.2
232,2.9700000000000064
233,26.20000000000001
234,12.41
235,-51.64
236,2.3600000000000065
237,24.01
238,-18.770000000000003
239,2.0100000000000096
240,29.800000000000004
241,-49.80000000000001
242,42.94000000000001
243,-10.489999999999991
244,-7.619999999999997
245,4.429999999999998
246,23.610000000000003
247,24.61
248,10.299999999999997
249,-18.239999999999995
250,-14.920000000000002
251,15.84000000000001
252,7.140000000000009
253,25.180000000000003
254,26.220000000000006
255,-27.119999999999997
256,19.240000000000002
257,-31.360000000000003
258,8.669999999999995
259,32.83000000000001
260,-2.9399999999999995
261,17.91
262,-5.459999999999993
263,35.52000000000001
264,-27.059999999999995
265,50.72
266,45.620000000000005
267,-11.719999999999995
268,-3.949999999999995
269,22.59
270,-9.069999999999986
271,23.6
272,5.450000000000003
273,-10.529999999999996
274,-10.93
275,-1.6199999999999921
276,-19.499999999999993
277,8.260000000000012
278,-11.059999999999995
279,-10.259999999999996
280,16.280000000000005
281,-21.699999999999996
282,-30.279999999999994
283,-27.93999999999999
284,-14.85
285,-21.13999999999999
286,14.11000000000001
287,-38.11999999999999
288,35.480000000000004
289,-64.21
290,10.19000000000001
291,-34.65
292,-0.17999999999999527
293,16.390000000000015
294,16.300000000000008
295,-10.96999999999999
296,-29.31999999999999
297,7.749999999999998
298,-3.0699999999999927
299,5.5900000000000105
300,-14.870000000000001
301,27.080000000000002
302,19.1
303,-3.37
304,-13.169999999999998
305,6.610000000000009
306,-68.06
307,-12.469999999999992
308,3.4899999999999967
309,34.24
310,-48.69
311,21.920000000000005
312,4.180000000000005
313,-0.5599999999999903
314,-15.75999999999999
315,11.599999999999994
316,-3.5099999999999922
317,-16.229999999999993
318,7.180000000000005
319,15.89
320,22.42000000000001
321,-64.19999999999999
322,-10.229999999999997
323,-20.549999999999994
324,48.24000000000001
325,-2.589999999999992
326,24.46
327,7.300000000000001
328,16.390000000000008
329,-32.629999999999995
330,10.41
331,34.83
332,-30.83999999999999
333,5.7
334,20.819999999999997
335,-29.929999999999993
336,-10.25
337,23.780000000000012
338,5.380000000000002
339,10.760000000000009
340,-23.319999999999993
341,17.680000000000003
342,19.82
343,-1.5899999999999945
344,-57.889999999999986
345,51.43000000000001
346,-35.32999999999999
347,27.29000000000001
348,-8.589999999999998
349,10.880000000000008
350,-6.609999999999993
351,17.9
352,2.4700000000000073
353,-2.1499999999999924
354,12.2
355,19.470000000000002
356,6.149999999999999
357,9.739999999999998
358,-22.679999999999993
359,-62.3
360,-14.120000000000001
361,-18.44999999999999
362,-7.839999999999996
363,18.000000000000004
364,18.870000000000008
365,-37.559999999999995
366,13.790000000000003
367,-11.899999999999999
368,-1.6599999999999935
369,-13.259999999999998
370,-12.259999999999987
371,18.770000000000003
372,6.240000000000002
373,41.26
374,17.680000000000003
375,-13.929999999999986
376,47.730000000000004
377,-27.039999999999996
378,-8.699999999999994
379,32.260000000000005
380,-49.129999999999995
381,-30.60999999999999
382,21.81000000000001
383,18.730000000000004
384,0.8600000000000054
385,16.339999999999996
386,-22.389999999999993
387,21.25000000000001
388,-38.089999999999996
389,-13.48
390,31.470000000000013
391,16.060000000000002
392,10.650000000000007
393,5.190000000000002
394,66.66
395,-4.809999999999999
396,42.63
397,5.550000000000011
398,8.840000000000002
399,4.880000000000002
400,21.209999999999997
